大分類,商品ID,売上
"化粧品",9938309,696
"化粧品",9938310,633
"化粧品",9903170,6450
"化粧品",9903175,8386
"バッグ",9911733,36867
"化粧品",9910548,56692
"化粧品",9903736,296960
"化粧品",9938314,172
"バッグ",9902101,49764
"バッグ",9918233,17433
"化粧品",9906426,19563
"バッグ",9912145,2000
"化粧品",9926500,1220
"食品",9933203,5940
"化粧品",9938312,3214
"バッグ",9909099,18274
"バッグ",9902444,20056
"食品",9902760,17380
"化粧品",9924419,2385
"化粧品",9904080,9926
"化粧品",9901815,14840
"化粧品",9901820,13562
"化粧品",9915834,7608
"食品",9918537,3221
"食品",9913599,3804
"化粧品",9907472,19077
"食品",9915240,7046
"食品",9934961,3293
"化粧品",9915133,4990
"化粧品",9900893,47025
"バッグ",9907123,35064
"化粧品",9904807,16512
"化粧品",9904327,17816
"化粧品",9904331,20530
"化粧品",9906112,4083
"化粧品",9925458,1523
"化粧品",9906579,440
"化粧品",9902065,46414
"化粧品",9903412,1110
"バッグ",9910436,9841
"バッグ",9909037,16099
"化粧品",9903473,13200
"化粧品",9925243,38363
"バッグ",9921104,11255
"化粧品",9929385,25300
"化粧品",9903836,1743
"化粧品",9900802,19619
"化粧品",9900797,21900
"食品",9902468,800
"化粧品",9900224,27638
"食品",9901646,21484
"食品",9912249,6478
"化粧品",9915960,3280
"食品",9917702,6612
"食品",9920089,5111
"食品",9909453,15361
"食品",9909466,11066
"食品",9916936,1522
"化粧品",9914006,6838
"化粧品",9900998,2720
"化粧品",9905885,2649
"化粧品",9911312,6252
"バッグ",9910876,3750
"食品",9910013,32901
"化粧品",9905380,1732
"バッグ",9904231,52539
"食品",9901029,27370
"化粧品",9905840,10800
"化粧品",9907493,5400
"化粧品",9909001,5536
"化粧品",9929657,790
"バッグ",9938331,641
"化粧品",9900949,28270
"バッグ",9919932,7205
"食品",9902109,3468
"バッグ",9905519,4603
"食品",9909421,4094
"食品",9919167,1148
"バッグ",9938332,2971
"食品",9916254,1231
"化粧品",9910491,18478
"化粧品",9904916,6918
"化粧品",9904919,9379
"バッグ",9922715,10620
"食品",9922211,3214
"食品",9901590,20593
"バッグ",9923428,3048
"バッグ",9933182,2572
"バッグ",9915068,2549
"バッグ",9931463,1112
"化粧品",9903076,11814
"食品",9913956,14781
"バッグ",9907038,2407
"化粧品",9905309,4400
"化粧品",9909108,5204
"化粧品",9914136,9100
"食品",9913707,12267
"化粧品",9909297,4674
"化粧品",9926474,552
"化粧品",9922072,5495
"バッグ",9901729,121564
"化粧品",9932560,6428
"化粧品",9904810,5210
"バッグ",9909229,4867
"バッグ",9935997,300
"化粧品",9906059,11160
"化粧品",9905176,6042
"化粧品",9904078,368
"化粧品",9906269,555
"化粧品",9903563,118950
"化粧品",9906455,814
"食品",9908776,6305
"化粧品",9913591,26450
"化粧品",9910415,19500
"食品",9901639,78670
"バッグ",9903964,991
"バッグ",9900058,1005
"バッグ",9907809,437
"バッグ",9900074,1229
"バッグ",9903961,2502
"バッグ",9900666,1325
"化粧品",9905804,150
"化粧品",9903821,209
"バッグ",9906625,266
"バッグ",9905970,1663
"バッグ",9907763,1027
"バッグ",9901721,1735
"バッグ",9900048,4986
"バッグ",9903968,3334
"化粧品",9906382,138
"化粧品",9925538,95
"化粧品",9911791,75
"化粧品",9903820,92
"化粧品",9909916,29860
"化粧品",9917977,15980
"バッグ",9907036,7776
"化粧品",9923684,1030
"化粧品",9936440,1380
"化粧品",9938343,34785
"バッグ",9903594,242785
"バッグ",9900677,700
"バッグ",9919396,998
"バッグ",9917420,832
"バッグ",9938347,1009
"化粧品",9904604,76
"バッグ",9902460,174
"化粧品",9906771,153
"バッグ",9903958,1098
"化粧品",9932342,1120
"化粧品",9913578,35460
"化粧品",9909395,142
"バッグ",9903259,26522
"食品",9908825,38546
"バッグ",9906436,23838
"化粧品",9907267,6394
"バッグ",9901572,8944
"バッグ",9903855,8034
"バッグ",9904501,494
"バッグ",9903207,15543
"化粧品",9905369,8758
"バッグ",9901435,330
"化粧品",9932402,130880
"化粧品",9902531,45744
"化粧品",9911198,14192
"食品",9907474,48682
"化粧品",9907624,96338
"化粧品",9904083,65940
"食品",9917725,9609
"バッグ",9904987,81563
"バッグ",9903640,54665
"化粧品",9904868,4500
"化粧品",9934014,6977
"化粧品",9912483,5136
"化粧品",9909285,540
"バッグ",9901043,20625
"化粧品",9902348,6545
"食品",9903642,14850
"食品",9907591,13193
"食品",9913779,12300
"バッグ",9919665,5390
"バッグ",9907988,18436
"化粧品",9909570,29236
"食品",9916240,15908
"化粧品",9921359,3400
"食品",9910457,6548
"化粧品",9907555,26400
"食品",9912517,13223
"化粧品",9900897,14494
"食品",9905579,9210
"食品",9902717,18328
"食品",9915206,1842
"食品",9915207,18328
"化粧品",9930693,1850
"食品",9921362,5814
"食品",9926495,1842
"化粧品",9910000,1151
"バッグ",9903066,38918
"バッグ",9900751,2310
"化粧品",9918700,1042
"化粧品",9920751,5530
"バッグ",9903061,22050
"化粧品",9917646,11480
"化粧品",9909742,4055
"バッグ",9905908,42534
"化粧品",9905211,56375
"バッグ",9935555,11799
"バッグ",9906265,67832
"バッグ",9902316,31253
"化粧品",9916292,160000
"化粧品",9905596,12400
"バッグ",9908388,14280
"バッグ",9912414,2151
"食品",9919486,1938
"食品",9909707,1938
"化粧品",9926222,4300
"化粧品",9909503,20231
"化粧品",9909506,8900
"化粧品",9907636,9900
"食品",9905993,65247
"食品",9938370,530
"バッグ",9900151,30560
"化粧品",9923247,11592
"化粧品",9916163,133128
"食品",9908712,61020
"食品",9907347,10981
"食品",9901592,17052
"食品",9901593,16015
"バッグ",9913529,2702
"バッグ",9902229,16792
"化粧品",9927196,2962
"化粧品",9905423,18674
"食品",9904217,8036
"バッグ",9905107,6016
"化粧品",9902688,12492
"バッグ",9909737,96912
"バッグ",9901744,41143
"バッグ",9908462,22150
"食品",9904958,2044
"化粧品",9908933,7766
"食品",9906293,7271
"バッグ",9905238,71965
"化粧品",9902979,2864
"化粧品",9908439,44100
"食品",9909449,11798
"食品",9905814,55413
"食品",9905835,34900
"化粧品",9908499,1744
"化粧品",9905998,28948
"バッグ",9901995,21213
"化粧品",9922933,7105
"食品",9901660,5109
"化粧品",9908912,35040
"化粧品",9902864,4400
"化粧品",9904305,15768
"化粧品",9935947,5400
"化粧品",9915500,3361
"バッグ",9902899,378
"化粧品",9905586,1984
"化粧品",9905550,794
"バッグ",9907513,35851
"バッグ",9904205,74246
"化粧品",9902473,22240
"化粧品",9902510,10720
"食品",9903484,34238
"化粧品",9916978,3318
"食品",9906291,1762
"化粧品",9911830,1250
"化粧品",9909908,18224
"食品",9901761,92535
"化粧品",9906574,44546
"食品",9909590,13532
"化粧品",9919071,35330
"化粧品",9904682,2980
"食品",9900554,814
"食品",9920591,469
"化粧品",9938379,7070
"化粧品",9916353,194
"化粧品",9917616,624
"化粧品",9903396,177
"食品",9912514,3744
"食品",9930434,2031
"食品",9938406,2262
"食品",9909846,2031
"食品",9917164,4411
"バッグ",9938409,4650
"化粧品",9903486,1566
"食品",9909085,6923
"化粧品",9900218,1195
"食品",9913452,61121
"バッグ",9906438,4207
"バッグ",9916557,2010
"食品",9901760,4212
"化粧品",9907557,608
"食品",9905811,12233
"化粧品",9907969,2403
"食品",9925027,804
"食品",9902687,2736
"食品",9904994,10526
"化粧品",9909235,17699
"化粧品",9927008,4062
"化粧品",9931611,11981
"バッグ",9901411,1331
"バッグ",9924489,416
"バッグ",9937714,416
"食品",9938411,1377
"化粧品",9914986,2496
"化粧品",9900314,342
"食品",9907466,35400
"食品",9900896,34085
"化粧品",9909793,190
"化粧品",9931138,2700
"化粧品",9931140,3240
"化粧品",9904328,1230
"化粧品",9904750,2640
"化粧品",9913381,9968
"バッグ",9907164,8386
"食品",9903435,4349
"化粧品",9938417,20484
"バッグ",9921312,3565
"化粧品",9904081,28110
"食品",9908134,2036
"化粧品",9906243,19350
"化粧品",9903625,22439
"化粧品",9908180,35096
"化粧品",9905752,19137
"食品",9916438,2317
"バッグ",9915372,1068
"化粧品",9921768,2224
"化粧品",9929456,2574
"化粧品",9925761,1122
"化粧品",9906804,191500
"食品",9903524,5997
"化粧品",9906667,170
"化粧品",9906669,200
"化粧品",9913308,16129
"化粧品",9900466,1500
"化粧品",9906179,127400
"バッグ",9905355,12803
"化粧品",9907459,605
"バッグ",9919560,5538
"化粧品",9907199,31351
"バッグ",9907163,100300
"化粧品",9914852,2906
"バッグ",9936078,540
"バッグ",9901418,22780
"化粧品",9913038,2454
"バッグ",9938420,6240
"化粧品",9909442,798
"食品",9910606,30737
"化粧品",9929383,118400
"化粧品",9902481,600
"食品",9913380,2319
"化粧品",9928826,24899
"化粧品",9902780,141300
"化粧品",9904148,17983
"食品",9920101,38746
"食品",9918234,4815
"食品",9908608,7141
"化粧品",9905245,24840
"食品",9901059,10783
"食品",9904099,3705
"食品",9904098,5832
"化粧品",9908409,4469
"化粧品",9900518,4376
"化粧品",9908075,11600
"化粧品",9938422,39400
"バッグ",9905346,7644
"食品",9920566,756
"バッグ",9906163,3877
"バッグ",9909904,48742
"化粧品",9909917,11236
"化粧品",9924047,13979
"化粧品",9900395,10560
"化粧品",9903760,4088
"バッグ",9918129,665
"化粧品",9913936,16110
"化粧品",9915249,4122
"化粧品",9905852,1911
"食品",9903277,42790
"食品",9901050,40850
"バッグ",9934753,2298
"化粧品",9909187,1318
"化粧品",9938424,36700
"化粧品",9900789,135697
"食品",9918734,15675
"食品",9910562,11190
"化粧品",9906186,4361
"化粧品",9901504,383
"バッグ",9902551,9187
"食品",9902974,13291
"化粧品",9908071,108900
"化粧品",9900946,71966
"バッグ",9930095,8609
"食品",9901478,8840
"化粧品",9908277,12780
"バッグ",9912579,9196
"食品",9901254,21663
"化粧品",9902771,135690
"バッグ",9911041,86480
"食品",9904597,164
"食品",9901772,12640
"食品",9910089,11760
"化粧品",9912792,16500
"バッグ",9901312,10015
"化粧品",9911289,2800
"食品",9907610,1267
"食品",9906672,1603
"食品",9930169,7788
"バッグ",9904935,18474
"食品",9917716,26675
"バッグ",9917626,12734
"化粧品",9901645,2718
"化粧品",9926464,4219
"化粧品",9901644,6162
"化粧品",9901197,13318
"化粧品",9920213,1824
"化粧品",9926584,2700
"食品",9906882,6520
"食品",9909612,23916
"化粧品",9929913,1842
"食品",9938441,5332
"食品",9926494,3684
"食品",9916225,2100
"化粧品",9938442,2666
"化粧品",9910250,2692
"化粧品",9906249,2800
"化粧品",9923219,5665
"バッグ",9938447,12744
"食品",9919366,92369
"化粧品",9909614,390
"化粧品",9918124,1754
"化粧品",9905339,21550
"化粧品",9938443,1710
"食品",9900571,37440
"化粧品",9902577,3170
"化粧品",9938450,20492
"化粧品",9915338,6600
"化粧品",9908927,52800
"化粧品",9938448,9300
"化粧品",9938449,3360
"化粧品",9938451,846
"化粧品",9938452,74560
"バッグ",9938446,8485
"化粧品",9913563,2282
"化粧品",9938454,5760
"化粧品",9907990,39764
"化粧品",9912379,10638
"化粧品",9903500,5653
"化粧品",9903508,5368
"化粧品",9909651,55122
"化粧品",9926940,2096
"食品",9916717,1466
"食品",9908635,642
"化粧品",9928602,17800
"バッグ",9902277,53163
"化粧品",9928515,26500
"化粧品",9911191,176
"化粧品",9911259,13598
"バッグ",9934958,14300
"バッグ",9920374,2626
"バッグ",9926061,14950
"バッグ",9924738,22425
"化粧品",9918799,3716
"化粧品",9917344,5100
"化粧品",9917343,1700
"化粧品",9938460,1993
"化粧品",9901951,27144
"化粧品",9900288,74830
"食品",9910977,85
"バッグ",9903959,576
"化粧品",9925334,2092
"化粧品",9907825,1920
"化粧品",9902671,8963
"化粧品",9902693,28611
"化粧品",9902846,4951
"バッグ",9902631,1817
"バッグ",9902642,2277
"化粧品",9911677,5979
"化粧品",9900194,1194
"化粧品",9900191,2786
"化粧品",9907469,28114
"化粧品",9900086,60743
"化粧品",9915936,3004
"食品",9913568,4133
"バッグ",9907274,2340
"バッグ",9909790,3408
"食品",9906572,792
"食品",9903263,10069
"バッグ",9905111,13948
"バッグ",9900750,3996
"バッグ",9902417,8418
"化粧品",9902508,397
"バッグ",9907250,570
"バッグ",9906541,6693
"化粧品",9907491,10000
"化粧品",9901790,4675
"化粧品",9927131,3400
"化粧品",9908155,646
"化粧品",9908364,1380
"食品",9905178,18522
"バッグ",9904065,8658
"食品",9901439,13634
"バッグ",9935333,7560
"化粧品",9900874,7982
"食品",9922122,5200
"化粧品",9919118,170
"化粧品",9938486,6630
"化粧品",9933812,290
"化粧品",9928749,273
"食品",9907377,33340
"バッグ",9902443,12636
"食品",9922158,22417
"食品",9907379,24003
"バッグ",9901311,1200
"化粧品",9937488,21960
"化粧品",9903168,1760
"バッグ",9901691,5560
"化粧品",9934495,4446
"食品",9911923,4640
"化粧品",9914455,308
"化粧品",9914635,366
"化粧品",9906679,26248
"化粧品",9937090,15450
"化粧品",9903265,2910
"食品",9900164,139740
"バッグ",9901638,16835
"食品",9903271,5075
"バッグ",9915420,4161
"化粧品",9909471,842
"化粧品",9900404,800
"化粧品",9911546,1670
"化粧品",9911997,6806
"食品",9911804,1500
"バッグ",9907004,4455
"化粧品",9901844,10286
"バッグ",9925867,1311
"バッグ",9901259,24373
"バッグ",9903960,1283
"食品",9900562,889
"バッグ",9918589,2380
"バッグ",9901027,1200
"バッグ",9930645,1170
"バッグ",9923539,646
"食品",9906294,6085
"化粧品",9911845,1221
"化粧品",9911496,975
"化粧品",9938513,4000
"バッグ",9921702,2838
"バッグ",9905330,676
"化粧品",9931772,54277
"化粧品",9938516,30599
"化粧品",9923450,1043
"バッグ",9905334,10850
"化粧品",9906231,1603
"化粧品",9905480,1251
"化粧品",9927050,5689
"化粧品",9902908,18888
"化粧品",9905689,21120
"化粧品",9938520,23000
"化粧品",9927317,49000
"化粧品",9900275,138
"化粧品",9918433,74
"化粧品",9904925,148
"化粧品",9900995,23200
"化粧品",9905601,5060
"バッグ",9902458,2568
"化粧品",9916314,1391
"バッグ",9938474,500
"バッグ",9913895,560
"バッグ",9915441,800
"化粧品",9902536,5500
"バッグ",9900211,154
"バッグ",9902648,19206
"化粧品",9938522,1549
"バッグ",9938525,3705
"化粧品",9938527,16530
"化粧品",9911701,285285
"バッグ",9906443,160
"化粧品",9905883,65340
"化粧品",9908470,52800
"バッグ",9900740,47304
"バッグ",9901080,108706
"食品",9912657,2892
"化粧品",9906130,4320
"バッグ",9929517,2932
"化粧品",9922485,6911
"化粧品",9901428,108066
"バッグ",9902989,44794
"化粧品",9902990,520
"化粧品",9915250,3081
"化粧品",9900790,24073
"化粧品",9922237,3520
"食品",9901241,15019
"化粧品",9907232,3280
"バッグ",9911206,8371
"バッグ",9910448,15795
"バッグ",9906085,9708
"化粧品",9926345,21800
"バッグ",9906041,2694
"バッグ",9904313,18066
"バッグ",9912528,2683
"バッグ",9938532,8400
"バッグ",9912530,685
"バッグ",9908091,16320
"バッグ",9904311,34257
"バッグ",9924233,9154
"化粧品",9906302,75901
"バッグ",9906782,11802
"化粧品",9938536,1750
"化粧品",9936778,1929
"バッグ",9900380,149192
"化粧品",9938537,2646
"化粧品",9938535,2431
"食品",9900885,15436
"化粧品",9902761,8000
"食品",9903941,13878
"化粧品",9903626,94418
"化粧品",9923557,2450
"化粧品",9938539,3860
"化粧品",9922159,162
"バッグ",9921692,1885
"化粧品",9911439,12000
"化粧品",9904392,3184
"化粧品",9903705,111416
"化粧品",9909358,69312
"化粧品",9922694,3393
"化粧品",9900888,1678
"化粧品",9903097,18113
"化粧品",9910395,5250
"バッグ",9919957,9744
"バッグ",9914653,20493
"バッグ",9910829,4956
"バッグ",9923427,2200
"食品",9903850,4004
"バッグ",9938554,18843
"化粧品",9927303,120784
"化粧品",9912788,6992
"バッグ",9930899,1851
"化粧品",9923655,8585
"化粧品",9909387,8524
"化粧品",9903075,630
"食品",9901918,6124
"化粧品",9902496,9564
"化粧品",9901819,9753
"化粧品",9901816,11389
"化粧品",9901812,8664
"化粧品",9901814,10009
"化粧品",9901824,13964
"食品",9901931,8435
"食品",9901908,7374
"食品",9915738,1393
"食品",9901936,11391
"食品",9910385,4286
"バッグ",9918038,18815
"化粧品",9908524,33177
"化粧品",9908528,1878
"化粧品",9912027,1392
"化粧品",9938561,2500
"化粧品",9938560,2500
"化粧品",9906338,12354
"化粧品",9904693,4936
"食品",9909756,7871
"食品",9932865,2194
"食品",9938565,2170
"食品",9901579,4058
"食品",9906835,5075
"食品",9906832,2884
"食品",9909914,2983
"化粧品",9905427,34628
"化粧品",9902047,10314
"化粧品",9908107,5714
"化粧品",9906690,12764
"化粧品",9919427,47522
"食品",9905055,134087
"化粧品",9907561,23980
"化粧品",9904635,158135
"バッグ",9925176,400
"バッグ",9901630,5500
"バッグ",9905033,400
"バッグ",9937196,400
"バッグ",9902745,800
"バッグ",9914364,34866
"食品",9932333,961
"食品",9900079,48374
"バッグ",9906978,23520
"化粧品",9904295,42884
"化粧品",9901652,31338
"化粧品",9914912,4015
"化粧品",9903369,91560
"化粧品",9905477,10187
"食品",9938573,3619
"食品",9910421,3323
"バッグ",9925693,7020
"バッグ",9902206,7020
"バッグ",9914906,7371
"化粧品",9917735,8256
"化粧品",9902875,28710
"化粧品",9902872,17820
"化粧品",9910563,23166
